"","island","sitename","depthname","quad","species","colony","depth","allfates","fate_t","year","asize","psize","yearNext","asizeNext","psizeNext","survIPM","fateIPM","fec1","spcover","allcover","twoyear","site","trans","utrans","uquad","uyear","tyear","ucolony","fyear","fyearNext","Pgrowth","Pfuse","Pfiss","Psurv","fate","size","sizeNext","size2","grArea","spcoverD"
"9541","Ma","Papa","10m","Q1","MC","01",10,"SSS","S",2002,142.918412,89.729182,2003,162.612222,80.758977,1,"growth",0,354.4862,1883.922549,0,"Papaula","10m","Papaula.10m","Papaula.10m.Q1","Papaula.10m.Q1.2002","Papaula.10m.2002","Papaula.10m.Q1.MC.01","2002","2003",1,0,0,1,"growth",4.96227392198237,5.09136836034055,24.6241624767863,0.129094438358176,0.864229555187325
"9544","Ma","Papa","10m","Q1","MC","02a",10,"IS","S",2002,41.272136,33.395545,2003,44.612222,42.209615,1,"growth",0,354.4862,1883.922549,0,"Papaula","10m","Papaula.10m","Papaula.10m.Q1","Papaula.10m.Q1.2002","Papaula.10m.2002","Papaula.10m.Q1.MC.02a","2002","2003",1,0,0,1,"growth",3.72018759914917,3.79800785735949,13.8397957728633,0.0778202582103158,0.864229555187325
"9545","Ma","Papa","10m","Q1","MC","02b",10,"IS","S",2002,44.87138,40.880023,2003,60.018889,43.786451,1,"growth",0,354.4862,1883.922549,0,"Papaula","10m","Papaula.10m","Papaula.10m.Q1","Papaula.10m.Q1.2002","Papaula.10m.2002","Papaula.10m.Q1.MC.02b","2002","2003",1,0,0,1,"growth",3.80380017503089,4.0946593293444,14.468895771565,0.290859154313513,0.864229555187325
"9546","Ma","Papa","10m","Q1","MC","03",10,"RSS","S",2002,17.653837,20.040823,2003,24.533333,20.367024,1,"growth",0,354.4862,1883.922549,0,"Papaula","10m","Papaula.10m","Papaula.10m.Q1","Papaula.10m.Q1.2002","Papaula.10m.2002","Papaula.10m.Q1.MC.03","2002","2003",1,0,0,1,"growth",2.87095315352041,3.20003272347976,8.24237200970879,0.329079569959354,0.864229555187325
"9547","Ma","Papa","10m","Q1","MC","04",10,"RS","S",2002,12.09225,15.458258,2003,3.597778,9.936922,1,"growth",0,354.4862,1883.922549,0,"Papaula","10m","Papaula.10m","Papaula.10m.Q1","Papaula.10m.Q1.2002","Papaula.10m.2002","Papaula.10m.Q1.MC.04","2002","2003",1,0,0,1,"growth",2.49256475152982,1.28031643267979,6.21287904056892,-1.21224831885003,0.864229555187325
"9582","Ma","Papa","10m","Q2","MC","02",10,"RS","S",2002,10.70868,18.046388,2003,5.59312,15.432006,1,"growth",0,20.007135,1606.670635,0,"Papaula","10m","Papaula.10m","Papaula.10m.Q2","Papaula.10m.Q2.2002","Papaula.10m.2002","Papaula.10m.Q2.MC.02","2002","2003",1,0,0,1,"growth",2.37105462756412,1.72153727099995,5.62190004689322,-0.649517356564164,-0.894783231669885
"9583","Ma","Papa","10m","Q2","MC","03",10,"RS","S",2002,7.032105,13.90212,2003,5.254501,13.135559,1,"growth",0,20.007135,1606.670635,0,"Papaula","10m","Papaula.10m","Papaula.10m.Q2","Papaula.10m.Q2.2002","Papaula.10m.2002","Papaula.10m.Q2.MC.03","2002","2003",1,0,0,1,"growth",1.95048609201201,1.65908504263656,3.80439599513229,-0.291401049375452,-0.894783231669885
"9640","Ma","Papa","10m","Q3","MC","02",10,"USS","S",2002,360.208183,143.204225,2003,452.28,194.120967,1,"growth",0,387.071921,1689.971997,0,"Papaula","10m","Papaula.10m","Papaula.10m.Q3","Papaula.10m.Q3.2002","Papaula.10m.2002","Papaula.10m.Q3.MC.02","2002","2003",1,0,0,1,"growth",5.88668215041829,6.11430145706704,34.6530267400533,0.227619306648756,1.03559663284871
"9641","Ma","Papa","10m","Q3","MC","04",10,"RSS","S",2002,19.303599,23.666286,2003,21.308889,32.361662,1,"growth",0,387.071921,1689.971997,0,"Papaula","10m","Papaula.10m","Papaula.10m.Q3","Papaula.10m.Q3.2002","Papaula.10m.2002","Papaula.10m.Q3.MC.04","2002","2003",1,0,0,1,"growth",2.96029155521016,3.05912430960362,8.7633260918486,0.0988327543934619,1.03559663284871
"9679","Ma","Papa","10m","Q4","MC","01",10,"ISS","S",2002,12.693222,22.977545,2003,5.948134,15.744459,1,"growth",0,24.913198,1689.363852,0,"Papaula","10m","Papaula.10m","Papaula.10m.Q4","Papaula.10m.Q4.2002","Papaula.10m.2002","Papaula.10m.Q4.MC.01","2002","2003",1,0,0,1,"growth",2.54106815020819,1.78307755692518,6.45702734400245,-0.757990593283006,-0.868982431401184
"9682","Ma","Papa","10m","Q4","MC","05",10,"SIS","S",2002,4.470868,12.213777,2003,2.64855,6.785232,1,"growth",0,24.913198,1689.363852,0,"Papaula","10m","Papaula.10m","Papaula.10m.Q4","Papaula.10m.Q4.2002","Papaula.10m.2002","Papaula.10m.Q4.MC.05","2002","2003",1,0,0,1,"growth",1.4975825732195,0.97401232043478,2.24275356361075,-0.523570252784723,-0.868982431401184
"9720","Ma","Papa","10m","Q5","MC","02",10,"RSS","S",2002,25.95448,28.760895,2003,51.737778,46.593677,1,"growth",0,186.226691,1456.268583,0,"Papaula","10m","Papaula.10m","Papaula.10m.Q5","Papaula.10m.Q5.2002","Papaula.10m.2002","Papaula.10m.Q5.MC.02","2002","2003",1,0,0,1,"growth",3.2563442344031,3.94618823033898,10.6037777729303,0.689843995935889,-0.0206408561830123
"9722","Ma","Papa","10m","Q5","MC","03a",10,"IS","S",2002,9.435463,15.066486,2003,24.992222,31.623591,1,"growth",0,186.226691,1456.268583,0,"Papaula","10m","Papaula.10m","Papaula.10m.Q5","Papaula.10m.Q5.2002","Papaula.10m.2002","Papaula.10m.Q5.MC.03a","2002","2003",1,0,0,1,"growth",2.24447525021851,3.21856465646033,5.03766914884343,0.974089406241826,-0.0206408561830123
"9725","Ma","Papa","10m","Q5","MC","06",10,"RS","S",2002,16.344802,22.325688,2003,1.765556,5.327733,1,"growth",0,186.226691,1456.268583,0,"Papaula","10m","Papaula.10m","Papaula.10m.Q5","Papaula.10m.Q5.2002","Papaula.10m.2002","Papaula.10m.Q5.MC.06","2002","2003",1,0,0,1,"growth",2.79390992630653,0.568465654943022,7.80593267631418,-2.22544427136351,-0.0206408561830123
"9726","Ma","Papa","10m","Q5","MC","07",10,"RS","S",2002,29.965066,25.431952,2003,37.542222,36.81464,1,"growth",0,186.226691,1456.268583,0,"Papaula","10m","Papaula.10m","Papaula.10m.Q5","Papaula.10m.Q5.2002","Papaula.10m.2002","Papaula.10m.Q5.MC.07","2002","2003",1,0,0,1,"growth",3.40003223647739,3.62546621960382,11.5602192090854,0.225433983126428,-0.0206408561830123
"9902","Ma","Papa","10m","Q1","MC","02",10,"SIIS","S",2003,49.894444,32.882169,2004,30.820808,28.511381,1,"growth",0,347.75111,1847.635542,0,"Papaula","10m","Papaula.10m","Papaula.10m.Q1","Papaula.10m.Q1.2003","Papaula.10m.2003","Papaula.10m.Q1.MC.02","2003","2004",1,0,0,1,"growth",3.90990965387305,3.42819004629069,15.2873935014496,-0.481719607582353,0.828809970913391
"9903","Ma","Papa","10m","Q1","MC","02a",10,"ISS","S",2003,44.612222,42.209615,2004,34.281182,33.759502,1,"growth",0,347.75111,1847.635542,0,"Papaula","10m","Papaula.10m","Papaula.10m.Q1","Papaula.10m.Q1.2003","Papaula.10m.2003","Papaula.10m.Q1.MC.02a","2003","2004",1,0,0,1,"growth",3.79800785735949,3.53459657388192,14.4248636845644,-0.263411283477563,0.828809970913391
"9904","Ma","Papa","10m","Q1","MC","02b",10,"ISS","S",2003,60.018889,43.786451,2004,6.195254,13.039925,1,"growth",0,347.75111,1847.635542,0,"Papaula","10m","Papaula.10m","Papaula.10m.Q1","Papaula.10m.Q1.2003","Papaula.10m.2003","Papaula.10m.Q1.MC.02b","2003","2004",1,0,0,1,"growth",4.0946593293444,1.8237835150477,16.7662350233871,-2.2708758142967,0.828809970913391
"9905","Ma","Papa","10m","Q1","MC","02c",10,"IS","S",2003,2.482222,6.898444,2004,1.961795,5.829425,1,"growth",0,347.75111,1847.635542,0,"Papaula","10m","Papaula.10m","Papaula.10m.Q1","Papaula.10m.Q1.2003","Papaula.10m.2003","Papaula.10m.Q1.MC.02c","2003","2004",1,0,0,1,"growth",0.909154126779317,0.673859870465046,0.826561226239862,-0.23529425631427,0.828809970913391
"9906","Ma","Papa","10m","Q1","MC","03",10,"RSSS","S",2003,24.533333,20.367024,2004,27.182762,27.782067,1,"growth",0,347.75111,1847.635542,0,"Papaula","10m","Papaula.10m","Papaula.10m.Q1","Papaula.10m.Q1.2003","Papaula.10m.2003","Papaula.10m.Q1.MC.03","2003","2004",1,0,0,1,"growth",3.20003272347976,3.30258302239753,10.2402094313413,0.10255029891777,0.828809970913391
"9940","Ma","Papa","10m","Q2","MC","02",10,"RSS","S",2003,5.59312,15.432006,2004,3.099242,7.462198,1,"growth",0,10.847621,1799.95359,0,"Papaula","10m","Papaula.10m","Papaula.10m.Q2","Papaula.10m.Q2.2003","Papaula.10m.2003","Papaula.10m.Q2.MC.02","2003","2004",1,0,0,1,"growth",1.72153727099995,1.13115756546313,2.96369057544197,-0.590379705536829,-0.942952770314696
"9987","Ma","Papa","10m","Q3","MC","02",10,"USSS","S",2003,452.28,194.120967,2004,399.427036,166.624065,1,"growth",0,518.328889,1865.276939,0,"Papaula","10m","Papaula.10m","Papaula.10m.Q3","Papaula.10m.Q3.2003","Papaula.10m.2003","Papaula.10m.Q3.MC.02","2003","2004",1,0,0,1,"growth",6.11430145706704,5.99003111022805,37.3846823078922,-0.124270346838992,1.72587207677255
"9988","Ma","Papa","10m","Q3","MC","04",10,"RSSS","S",2003,21.308889,32.361662,2004,12.680462,20.140137,1,"growth",0,518.328889,1865.276939,0,"Papaula","10m","Papaula.10m","Papaula.10m.Q3","Papaula.10m.Q3.2003","Papaula.10m.2003","Papaula.10m.Q3.MC.04","2003","2004",1,0,0,1,"growth",3.05912430960362,2.54006238367656,9.35824154160785,-0.519061925927064,1.72587207677255
"9989","Ma","Papa","10m","Q3","MC","05",10,"RUS","S",2003,14.092222,18.3765,2004,11.438861,18.440162,1,"growth",0,518.328889,1865.276939,0,"Papaula","10m","Papaula.10m","Papaula.10m.Q3","Papaula.10m.Q3.2003","Papaula.10m.2003","Papaula.10m.Q3.MC.05","2003","2004",1,0,0,1,"growth",2.64562301397398,2.43701641805787,6.99932113206876,-0.208606595916108,1.72587207677255
"9990","Ma","Papa","10m","Q3","MC","07",10,"RS","S",2003,27.635556,31.13381,2004,27.868852,36.810089,1,"growth",0,518.328889,1865.276939,0,"Papaula","10m","Papaula.10m","Papaula.10m.Q3","Papaula.10m.Q3.2003","Papaula.10m.2003","Papaula.10m.Q3.MC.07","2003","2004",1,0,0,1,"growth",3.31910320449662,3.32750964940041,11.0164460820997,0.00840644490378734,1.72587207677255
"9991","Ma","Papa","10m","Q3","MC","08",10,"RS","S",2003,3.012222,7.304569,2004,9.226552,16.37061,1,"growth",0,518.328889,1865.276939,0,"Papaula","10m","Papaula.10m","Papaula.10m.Q3","Papaula.10m.Q3.2003","Papaula.10m.2003","Papaula.10m.Q3.MC.08","2003","2004",1,0,0,1,"growth",1.10267801240084,2.22208541425847,1.21589879903226,1.11940740185763,1.72587207677255
"10017","Ma","Papa","10m","Q4","MC","01",10,"ISSS","S",2003,5.948134,15.744459,2004,14.003333,21.884707,1,"growth",0,8.596684,1554.040763,0,"Papaula","10m","Papaula.10m","Papaula.10m.Q4","Papaula.10m.Q4.2003","Papaula.10m.2003","Papaula.10m.Q4.MC.01","2003","2004",1,0,0,1,"growth",1.78307755692518,2.63929537270932,3.17936557401027,0.856217815784145,-0.954790363096205
"10018","Ma","Papa","10m","Q4","MC","05",10,"SISS","S",2003,2.64855,6.785232,2004,4.591111,9.761473,1,"growth",0,8.596684,1554.040763,0,"Papaula","10m","Papaula.10m","Papaula.10m.Q4","Papaula.10m.Q4.2003","Papaula.10m.2003","Papaula.10m.Q4.MC.05","2003","2004",1,0,0,1,"growth",0.97401232043478,1.52412204271386,0.948700000358744,0.550109722279083,-0.954790363096205
"10060","Ma","Papa","10m","Q5","MC","02",10,"RSSS","S",2003,51.737778,46.593677,2004,42.757323,41.66636,1,"growth",0,174.742844,1307.473956,0,"Papaula","10m","Papaula.10m","Papaula.10m.Q5","Papaula.10m.Q5.2003","Papaula.10m.2003","Papaula.10m.Q5.MC.02","2003","2004",1,0,0,1,"growth",3.94618823033898,3.75554047895851,15.5724015492659,-0.19064775138047,-0.0810339744049609
"10061","Ma","Papa","10m","Q5","MC","03a",10,"ISS","S",2003,24.992222,31.623591,2004,78.92072,49.476181,1,"growth",0,174.742844,1307.473956,0,"Papaula","10m","Papaula.10m","Papaula.10m.Q5","Papaula.10m.Q5.2003","Papaula.10m.2003","Papaula.10m.Q5.MC.03a","2003","2004",1,0,0,1,"growth",3.21856465646033,4.3684438042755,10.3591584478156,1.14987914781516,-0.0810339744049609
"10063","Ma","Papa","10m","Q5","MC","07",10,"RSS","S",2003,37.542222,36.81464,2004,79.564633,58.492974,1,"growth",0,174.742844,1307.473956,0,"Papaula","10m","Papaula.10m","Papaula.10m.Q5","Papaula.10m.Q5.2003","Papaula.10m.2003","Papaula.10m.Q5.MC.07","2003","2004",1,0,0,1,"growth",3.62546621960382,4.3765696850706,13.1440053094884,0.751103465466785,-0.0810339744049609
"10065","Ma","Papa","10m","Q5","MC","09",10,"RS","S",2003,17.511111,19.159223,2004,61.791991,42.687814,1,"growth",0,174.742844,1307.473956,0,"Papaula","10m","Papaula.10m","Papaula.10m.Q5","Papaula.10m.Q5.2003","Papaula.10m.2003","Papaula.10m.Q5.MC.09","2003","2004",1,0,0,1,"growth",2.86283559374238,4.12377376059617,8.19582763679829,1.26093816685379,-0.0810339744049609
"10110","Ma","Puam","03m","Q1","MC","01",3,"S","S",1999,0.372222,2.562335,2000,0.809781,3.479499,1,"growth",0,21.142221,393.603331,0,"Puamana","03m","Puamana.03m","Puamana.03m.Q1","Puamana.03m.Q1.1999","Puamana.03m.1999","Puamana.03m.Q1.MC.01","1999","2000",1,0,0,1,"growth",-0.988264828514348,-0.210991438242681,0.976667371278494,0.777273390271667,0.285268049490101
"10111","Ma","Puam","03m","Q1","MC","02",3,"S","S",1999,1.582222,5.186312,2000,0.735469,3.868172,1,"growth",0,21.142221,393.603331,0,"Puamana","03m","Puamana.03m","Puamana.03m.Q1","Puamana.03m.Q1.1999","Puamana.03m.1999","Puamana.03m.Q1.MC.02","1999","2000",1,0,0,1,"growth",0.458830188198162,-0.307246888027409,0.210525141601961,-0.766077076225572,0.285268049490101
"10112","Ma","Puam","03m","Q1","MC","03",3,"S","S",1999,1.994444,5.789375,2000,0.691756,4.267903,1,"growth",0,21.142221,393.603331,0,"Puamana","03m","Puamana.03m","Puamana.03m.Q1","Puamana.03m.Q1.1999","Puamana.03m.1999","Puamana.03m.Q1.MC.03","1999","2000",1,0,0,1,"growth",0.690365314756818,-0.368521986698941,0.47660426781928,-1.05888730145576,0.285268049490101
"10113","Ma","Puam","03m","Q1","MC","04",3,"S","S",1999,0.208889,1.863316,2000,0.331125,2.468683,1,"growth",0,21.142221,393.603331,0,"Puamana","03m","Puamana.03m","Puamana.03m.Q1","Puamana.03m.Q1.1999","Puamana.03m.1999","Puamana.03m.Q1.MC.04","1999","2000",1,0,0,1,"growth",-1.56595226857961,-1.1052593313899,2.45220650746963,0.460692937189706,0.285268049490101
"10114","Ma","Puam","03m","Q1","MC","05",3,"S","S",1999,0.684444,3.583249,2000,1.060037,5.30639,1,"growth",0,21.142221,393.603331,0,"Puamana","03m","Puamana.03m","Puamana.03m.Q1","Puamana.03m.Q1.1999","Puamana.03m.1999","Puamana.03m.Q1.MC.05","1999","2000",1,0,0,1,"growth",-0.379148449141651,0.0583038131751646,0.143753546486519,0.437452262316816,0.285268049490101
"10117","Ma","Puam","03m","Q1","MC","08",3,"S","S",1999,0.633333,3.285905,2000,0.2131,1.797844,1,"growth",0,21.142221,393.603331,0,"Puamana","03m","Puamana.03m","Puamana.03m.Q1","Puamana.03m.Q1.1999","Puamana.03m.1999","Puamana.03m.Q1.MC.08","1999","2000",1,0,0,1,"growth",-0.456758928811643,-1.54599373987757,0.208628719049159,-1.08923481106592,0.285268049490101
"10118","Ma","Puam","03m","Q1","MC","09",3,"S","S",1999,2.672222,7.044891,2000,2.98231,8.295692,1,"growth",0,21.142221,393.603331,0,"Puamana","03m","Puamana.03m","Puamana.03m.Q1","Puamana.03m.Q1.1999","Puamana.03m.1999","Puamana.03m.Q1.MC.09","1999","2000",1,0,0,1,"growth",0.982910336055464,1.09269816801517,0.966112728724666,0.109787831959708,0.285268049490101
"10123","Ma","Puam","03m","Q1","MC","14",3,"S","S",1999,1.391111,5.898444,2000,2.27744,7.878257,1,"growth",0,21.142221,393.603331,0,"Puamana","03m","Puamana.03m","Puamana.03m.Q1","Puamana.03m.Q1.1999","Puamana.03m.1999","Puamana.03m.Q1.MC.14","1999","2000",1,0,0,1,"growth",0.330102708463525,0.823052005128769,0.108967798134955,0.492949296665244,0.285268049490101
"10124","Ma","Puam","03m","Q1","MC","15",3,"S","S",1999,0.291111,2.154247,2000,1.214125,4.730713,1,"growth",0,21.142221,393.603331,0,"Puamana","03m","Puamana.03m","Puamana.03m.Q1","Puamana.03m.Q1.1999","Puamana.03m.1999","Puamana.03m.Q1.MC.15","1999","2000",1,0,0,1,"growth",-1.23405064124268,0.194023652740357,1.52288098515146,1.42807429398303,0.285268049490101
"10125","Ma","Puam","03m","Q1","MC","16",3,"S","S",1999,0.688889,4.336109,2000,1.406461,5.141789,1,"growth",0,21.142221,393.603331,0,"Puamana","03m","Puamana.03m","Puamana.03m.Q1","Puamana.03m.Q1.1999","Puamana.03m.1999","Puamana.03m.Q1.MC.16","1999","2000",1,0,0,1,"growth",-0.372675123994864,0.341076620159496,0.138886748044587,0.71375174415436,0.285268049490101
"10126","Ma","Puam","03m","Q1","MC","17",3,"S","S",1999,0.362222,2.962335,2000,1.110307,6.749307,1,"growth",0,21.142221,393.603331,0,"Puamana","03m","Puamana.03m","Puamana.03m.Q1","Puamana.03m.Q1.1999","Puamana.03m.1999","Puamana.03m.Q1.MC.17","1999","2000",1,0,0,1,"growth",-1.01549799545472,0.104636553660569,1.03123617877256,1.12013454911529,0.285268049490101
"10131","Ma","Puam","03m","Q1","MC","29",3,"S","S",1999,1.163333,4.796075,2000,0.323475,2.829685,1,"growth",0,21.142221,393.603331,0,"Puamana","03m","Puamana.03m","Puamana.03m.Q1","Puamana.03m.Q1.1999","Puamana.03m.1999","Puamana.03m.Q1.MC.29","1999","2000",1,0,0,1,"growth",0.151289161013234,-1.12863344778012,0.0228884102400882,-1.27992260879335,0.285268049490101
"10132","Ma","Puam","03m","Q1","MC","30",3,"S","S",1999,0.828889,4.014214,2000,0.632744,3.339246,1,"growth",0,21.142221,393.603331,0,"Puamana","03m","Puamana.03m","Puamana.03m.Q1","Puamana.03m.Q1.1999","Puamana.03m.1999","Puamana.03m.Q1.MC.30","1999","2000",1,0,0,1,"growth",-0.187669029072302,-0.457689362019879,0.0352196644729404,-0.270020332947577,0.285268049490101
"10133","Ma","Puam","03m","Q1","MC","31",3,"S","S",1999,1.725556,5.900119,2000,1.485144,5.401553,1,"growth",0,21.142221,393.603331,0,"Puamana","03m","Puamana.03m","Puamana.03m.Q1","Puamana.03m.Q1.1999","Puamana.03m.1999","Puamana.03m.Q1.MC.31","1999","2000",1,0,0,1,"growth",0.545549317390345,0.395511737250376,0.297624057705071,-0.150037580139969,0.285268049490101
"10151","Ma","Puam","03m","Q2","MC","01",3,"S","S",1999,0.672269,3.355987,2000,0.813559,3.81929,1,"growth",0,20.330768,188.533577,0,"Puamana","03m","Puamana.03m","Puamana.03m.Q2","Puamana.03m.Q2.1999","Puamana.03m.1999","Puamana.03m.Q2.MC.01","1999","2000",1,0,0,1,"growth",-0.397096720937657,-0.20633682883124,0.15768580577944,0.190759892106417,0.235938576746301
"10152","Ma","Puam","03m","Q2","MC","02",3,"S","S",1999,1.82247,6.210451,2000,0.211433,1.747673,1,"growth",0,20.330768,188.533577,0,"Puamana","03m","Puamana.03m","Puamana.03m.Q2","Puamana.03m.Q2.1999","Puamana.03m.1999","Puamana.03m.Q2.MC.02","1999","2000",1,0,0,1,"growth",0.600192723859844,-1.55384711555271,0.360231305774299,-2.15403983941255,0.235938576746301
"10153","Ma","Puam","03m","Q2","MC","03",3,"S","S",1999,0.624815,3.206911,2000,0.67337,3.367978,1,"growth",0,20.330768,188.533577,0,"Puamana","03m","Puamana.03m","Puamana.03m.Q2","Puamana.03m.Q2.1999","Puamana.03m.1999","Puamana.03m.Q2.MC.03","1999","2000",1,0,0,1,"growth",-0.470299673062382,-0.395460323292096,0.221181782482584,0.0748393497702865,0.235938576746301
"10154","Ma","Puam","03m","Q2","MC","04",3,"S","S",1999,0.788645,3.972564,2000,0.852629,3.865526,1,"growth",0,20.330768,188.533577,0,"Puamana","03m","Puamana.03m","Puamana.03m.Q2","Puamana.03m.Q2.1999","Puamana.03m.1999","Puamana.03m.Q2.MC.04","1999","2000",1,0,0,1,"growth",-0.237438996016764,-0.159430761624035,0.0563772768294488,0.0780082343927294,0.235938576746301
"10155","Ma","Puam","03m","Q2","MC","05",3,"S","S",1999,1.805522,9.399071,2000,4.540075,10.262498,1,"growth",0,20.330768,188.533577,0,"Puamana","03m","Puamana.03m","Puamana.03m.Q2","Puamana.03m.Q2.1999","Puamana.03m.1999","Puamana.03m.Q2.MC.05","1999","2000",1,0,0,1,"growth",0.590849746651446,1.51294353174059,0.349103423118078,0.922093785089148,0.235938576746301
"10158","Ma","Puam","03m","Q2","MC","08",3,"S","S",1999,0.699386,3.495509,2000,0.353921,2.334578,1,"growth",0,20.330768,188.533577,0,"Puamana","03m","Puamana.03m","Puamana.03m.Q2","Puamana.03m.Q2.1999","Puamana.03m.1999","Puamana.03m.Q2.MC.08","1999","2000",1,0,0,1,"growth",-0.357552471710771,-1.03868155459493,0.127843770026482,-0.681129082884155,0.235938576746301
"10165","Ma","Puam","03m","Q2","MC","15",3,"S","S",1999,0.619165,3.231379,2000,0.148233,1.63364,1,"growth",0,20.330768,188.533577,0,"Puamana","03m","Puamana.03m","Puamana.03m.Q2","Puamana.03m.Q2.1999","Puamana.03m.1999","Puamana.03m.Q2.MC.15","1999","2000",1,0,0,1,"growth",-0.479383482851996,-1.90896991884312,0.22980852363131,-1.42958643599112,0.235938576746301
"10167","Ma","Puam","03m","Q2","MC","17",3,"S","S",1999,4.242638,11.701097,2000,5.900603,17.942495,1,"growth",0,20.330768,188.533577,0,"Puamana","03m","Puamana.03m","Puamana.03m.Q2","Puamana.03m.Q2.1999","Puamana.03m.1999","Puamana.03m.Q2.MC.17","1999","2000",1,0,0,1,"growth",1.44518524558779,1.77505454907909,2.08856039406465,0.329869303491301,0.235938576746301
"10168","Ma","Puam","03m","Q2","MC","18",3,"S","S",1999,0.962644,4.267628,2000,13.330652,25.66644,1,"growth",0,20.330768,188.533577,0,"Puamana","03m","Puamana.03m","Puamana.03m.Q2","Puamana.03m.Q2.1999","Puamana.03m.1999","Puamana.03m.Q2.MC.18","1999","2000",1,0,0,1,"growth",-0.0380716136211055,2.59006604522251,0.00144944776371475,2.62813765884362,0.235938576746301
"10231","Ma","Puam","03m","Q3","MC","01",3,"S","S",1999,1.647802,5.859417,2000,4.637451,9.459982,1,"growth",0,19.279518,446.835967,0,"Puamana","03m","Puamana.03m","Puamana.03m.Q3","Puamana.03m.Q3.1999","Puamana.03m.1999","Puamana.03m.Q3.MC.01","1999","2000",1,0,0,1,"growth",0.499442278638147,1.53416486184,0.249442589691265,1.03472258320185,0.172031476492905
"10232","Ma","Puam","03m","Q3","MC","02",3,"S","S",1999,13.891411,23.70433,2000,17.020557,36.207094,1,"growth",0,19.279518,446.835967,0,"Puamana","03m","Puamana.03m","Puamana.03m.Q3","Puamana.03m.Q3.1999","Puamana.03m.1999","Puamana.03m.Q3.MC.02","1999","2000",1,0,0,1,"growth",2.63127073548025,2.8344218488142,6.92358568339478,0.203151113333953,0.172031476492905
"10234","Ma","Puam","03m","Q3","MC","04",3,"S","S",1999,1.789141,5.803253,2000,2.126776,7.456515,1,"growth",0,19.279518,446.835967,0,"Puamana","03m","Puamana.03m","Puamana.03m.Q3","Puamana.03m.Q3.1999","Puamana.03m.1999","Puamana.03m.Q3.MC.04","1999","2000",1,0,0,1,"growth",0.581735616401281,0.754607218025413,0.338416327389778,0.172871601624133,0.172031476492905
"10235","Ma","Puam","03m","Q3","MC","05",3,"S","S",1999,0.637748,3.181038,2000,0.7752,3.944881,1,"growth",0,19.279518,446.835967,0,"Puamana","03m","Puamana.03m","Puamana.03m.Q3","Puamana.03m.Q3.1999","Puamana.03m.1999","Puamana.03m.Q3.MC.05","1999","2000",1,0,0,1,"growth",-0.449812057990222,-0.254634218405581,0.202330887513399,0.195177839584641,0.172031476492905
"10380","Ma","Puam","03m","Q1","MC","01",3,"SS","S",2000,0.809781,3.479499,2001,1.513674,5.112953,1,"growth",0,22.568951,411.454955,0,"Puamana","03m","Puamana.03m","Puamana.03m.Q1","Puamana.03m.Q1.2000","Puamana.03m.2000","Puamana.03m.Q1.MC.01","2000","2001",1,0,0,1,"growth",-0.210991438242681,0.414539808183822,0.0445173870117151,0.625531246426502,0.372001154978357
"10381","Ma","Puam","03m","Q1","MC","02",3,"SS","S",2000,0.735469,3.868172,2001,2.249703,6.94096,1,"growth",0,22.568951,411.454955,0,"Puamana","03m","Puamana.03m","Puamana.03m.Q1","Puamana.03m.Q1.2000","Puamana.03m.2000","Puamana.03m.Q1.MC.02","2000","2001",1,0,0,1,"growth",-0.307246888027409,0.810798207503562,0.0944006502025275,1.11804509553097,0.372001154978357
"10383","Ma","Puam","03m","Q1","MC","04",3,"SS","S",2000,0.331125,2.468683,2001,1.34126,4.381166,1,"growth",0,22.568951,411.454955,0,"Puamana","03m","Puamana.03m","Puamana.03m.Q1","Puamana.03m.Q1.2000","Puamana.03m.2000","Puamana.03m.Q1.MC.04","2000","2001",1,0,0,1,"growth",-1.1052593313899,0.293609470666571,1.22159818962446,1.39886880205647,0.372001154978357
"10388","Ma","Puam","03m","Q1","MC","15",3,"SS","S",2000,1.214125,4.730713,2001,1.145065,5.277718,1,"growth",0,22.568951,411.454955,0,"Puamana","03m","Puamana.03m","Puamana.03m.Q1","Puamana.03m.Q1.2000","Puamana.03m.2000","Puamana.03m.Q1.MC.15","2000","2001",1,0,0,1,"growth",0.194023652740357,0.135461403953881,0.0376451778227108,-0.0585622487864762,0.372001154978357
"10389","Ma","Puam","03m","Q1","MC","16",3,"SS","S",2000,1.406461,5.141789,2001,2.174792,7.245686,1,"growth",0,22.568951,411.454955,0,"Puamana","03m","Puamana.03m","Puamana.03m.Q1","Puamana.03m.Q1.2000","Puamana.03m.2000","Puamana.03m.Q1.MC.16","2000","2001",1,0,0,1,"growth",0.341076620159496,0.776933027783691,0.116333260819425,0.435856407624195,0.372001154978357
"10391","Ma","Puam","03m","Q1","MC","18",3,"RS","S",2000,0.944198,4.53735,2001,0.801427,4.628462,1,"growth",0,22.568951,411.454955,0,"Puamana","03m","Puamana.03m","Puamana.03m.Q1","Puamana.03m.Q1.2000","Puamana.03m.2000","Puamana.03m.Q1.MC.18","2000","2001",1,0,0,1,"growth",-0.0574193890674917,-0.221361390306944,0.00329698624088398,-0.163942001239453,0.372001154978357
